-0.62393,0.51552,0,0.59969
-0.62393,0.51552,0,0.59969
-0.62097,0.52797,0,0.59273
-0.60422,0.53814,0,0.58325
-0.60422,0.53814,0,0.58325
-0.58523,0.54545,0,0.5726
-0.58523,0.54545,0,0.5726
-0.56335,0.55081,0,0.56199
-0.56335,0.55081,0,0.56199
-0.53948,0.55484,0,0.55105
-0.52303,0.5644,0,0.54071
-0.52303,0.5644,0,0.54071
-0.50643,0.56381,0,0.5324
-0.50643,0.56381,0,0.5324
-0.48027,0.56035,0,0.52258
-0.44554,0.5565,0,0.51014
-0.44554,0.5565,0,0.51014
-0.42637,0.55532,0,0.49966
-0.42637,0.55532,0,0.49966
-0.40678,0.55445,0,0.48969
-0.40678,0.55445,0,0.48969
-0.37804,0.54598,0,0.47912
-0.3544,0.53776,0,0.47
-0.3544,0.53776,0,0.47
-0.3401,0.53607,0,0.46121
-0.3401,0.53607,0,0.46121
-0.31575,0.52591,0,0.45097
-0.31575,0.52591,0,0.45097
-0.28877,0.51367,0,0.43969
-0.28877,0.51367,0,0.43969
-0.27221,0.506,0,0.43149
-0.27221,0.506,0,0.43149
-0.24865,0.49136,0,0.42119
-0.22649,0.47656,0,0.41114
-0.22649,0.47656,0,0.41114
-0.21198,0.46736,0,0.403
-0.19791,0.45648,0,0.39553
-0.19791,0.45648,0,0.39553
-0.18428,0.44786,0,0.38821
-0.18428,0.44786,0,0.38821
-0.16749,0.43382,0,0.38087
-0.1535,0.42037,0,0.3736
-0.1535,0.42037,0,0.3736
-0.14101,0.40751,0,0.36502
-0.12925,0.39516,0,0.35816
-0.12925,0.39516,0,0.35816
-0.11692,0.38147,0,0.35048
-0.11692,0.38147,0,0.35048
-0.1074,0.37043,0,0.34347
-0.1074,0.37043,0,0.34347
-0.09664,0.35997,0,0.33735
-0.09664,0.35997,0,0.33735
-0.084131,0.34257,0,0.32796
-0.075606,0.32983,0,0.32288
-0.075606,0.32983,0,0.32288
-0.066792,0.31987,0,0.31525
-0.05974,0.30662,0,0.30696
-0.05974,0.30662,0,0.30696
-0.052011,0.29471,0,0.30051
-0.052011,0.29471,0,0.30051
-0.045857,0.28466,0,0.29532
-0.03921,0.27277,0,0.28892
-0.03921,0.27277,0,0.28892
-0.033615,0.26168,0,0.2831
-0.029014,0.25237,0,0.27736
-0.029014,0.25237,0,0.27736
-0.022226,0.23867,0,0.26985
-0.022226,0.23867,0,0.26985
-0.017724,0.2286,0,0.2634
-0.017724,0.2286,0,0.2634
-0.01292,0.21629,0,0.25653
-0.01292,0.21629,0,0.25653
-0.0095402,0.20792,0,0.25237
-0.0050991,0.19651,0,0.24552
-0.0050991,0.19651,0,0.24552
-0.0028045,0.18928,0,0.24053
-0.0028045,0.18928,0,0.24053
3.9309e-05,0.18128,0,0.23466
3.9309e-05,0.18128,0,0.23466
0.0033333,0.17068,0,0.23008
0.0033333,0.17068,0,0.23008
0.0056219,0.16204,0,0.22429
0.0056219,0.16204,0,0.22429
0.0075823,0.15425,0,0.21816
0.0096541,0.1461,0,0.21256
0.0096541,0.1461,0,0.21256
0.011412,0.13892,0,0.20798
0.011412,0.13892,0,0.20798
0.012785,0.13236,0,0.20371
0.012785,0.13236,0,0.20371
0.014524,0.12299,0,0.19672
0.014524,0.12299,0,0.19672
0.015771,0.11624,0,0.19102
0.016336,0.11107,0,0.18616
0.016336,0.11107,0,0.18616
0.01718,0.10623,0,0.18318
0.01718,0.10623,0,0.18318
0.018157,0.10027,0,0.17911
0.018642,0.095477,0,0.17476
0.018642,0.095477,0,0.17476
0.019082,0.091451,0,0.17111
0.019082,0.091451,0,0.17111
0.019627,0.08631,0,0.16657
0.019627,0.08631,0,0.16657
0.019952,0.081024,0,0.16202
0.020285,0.077816,0,0.1586
0.020285,0.077816,0,0.1586
0.020285,0.077816,0,0.1586
0.020553,0.074125,0,0.15506
0.020835,0.068873,0,0.15043
0.020835,0.068873,0,0.15043
0.020897,0.066328,0,0.14715
0.020897,0.066328,0,0.14715
0.020903,0.063567,0,0.14367
0.020903,0.063567,0,0.14367
0.021107,0.058682,0,0.13903
0.021107,0.058682,0,0.13903
0.021119,0.056177,0,0.13537
0.021226,0.053864,0,0.13174
0.020822,0.051611,0,0.12921
0.020822,0.051611,0,0.12921
0.021057,0.049499,0,0.12606
0.021057,0.049499,0,0.12606
0.021033,0.047378,0,0.12452
0.020913,0.045196,0,0.121
0.020913,0.045196,0,0.121
0.020894,0.04339,0,0.11799
0.020894,0.04339,0,0.11799
0.020721,0.041008,0,0.11487
0.020721,0.041008,0,0.11487
0.020699,0.03922,0,0.11153
0.020699,0.03922,0,0.11153
0.020666,0.038107,0,0.10929
0.020515,0.036056,0,0.10692
0.020515,0.036056,0,0.10692
0.020362,0.034783,0,0.10369
0.020362,0.034783,0,0.10369
